"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 22 01:47:29 GMT 2024","Fri Mar 22 01:47:35 GMT 2024","6482","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Report send",""
"passed","Fri Mar 22 01:46:56 GMT 2024","Fri Mar 22 01:46:59 GMT 2024","2562","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click leaderboard",""
"passed","Fri Mar 22 01:47:37 GMT 2024","Fri Mar 22 01:47:42 GMT 2024","5467","chromium","analytics_ua_test.spec.ts","User analytics test","","","Pageview Follow Top",""
"passed","Fri Mar 22 01:47:08 GMT 2024","Fri Mar 22 01:47:11 GMT 2024","3663","chromium","analytics_ua_regression.spec.ts","User analytics test","","","New stream started",""
"passed","Fri Mar 22 01:47:05 GMT 2024","Fri Mar 22 01:47:08 GMT 2024","3284","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click set photo",""
"passed","Fri Mar 22 01:46:33 GMT 2024","Fri Mar 22 01:46:35 GMT 2024","2150","chromium","analytics_da_regression.spec.ts","Device analytics test","","","Media source success",""
"passed","Fri Mar 22 01:47:22 GMT 2024","Fri Mar 22 01:47:25 GMT 2024","3121","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Show invite streamer rejected",""
"passed","Fri Mar 22 01:47:22 GMT 2024","Fri Mar 22 01:47:25 GMT 2024","3021","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Show invite streamer accepted",""
"passed","Fri Mar 22 01:46:59 GMT 2024","Fri Mar 22 01:47:02 GMT 2024","3098","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click invite top gifters",""
"passed","Fri Mar 22 01:46:48 GMT 2024","Fri Mar 22 01:46:50 GMT 2024","2943","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Pageview transactions history",""
"passed","Fri Mar 22 01:46:53 GMT 2024","Fri Mar 22 01:46:57 GMT 2024","3633","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click coins shop",""
"passed","Fri Mar 22 01:46:53 GMT 2024","Fri Mar 22 01:46:56 GMT 2024","3335","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click start stream",""
"passed","Fri Mar 22 01:46:45 GMT 2024","Fri Mar 22 01:46:48 GMT 2024","2901","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click my followers",""
"passed","Fri Mar 22 01:47:28 GMT 2024","Fri Mar 22 01:47:35 GMT 2024","7698","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click block",""
"passed","Fri Mar 22 01:46:51 GMT 2024","Fri Mar 22 01:46:54 GMT 2024","3164","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Show gifts shop",""
"passed","Fri Mar 22 01:46:28 GMT 2024","Fri Mar 22 01:46:31 GMT 2024","2287","chromium","analytics_da_regression.spec.ts","Device analytics test","","","Click confirm number",""
"passed","Fri Mar 22 01:47:29 GMT 2024","Fri Mar 22 01:47:35 GMT 2024","6905","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click report",""
"passed","Fri Mar 22 01:46:29 GMT 2024","Fri Mar 22 01:46:31 GMT 2024","2161","chromium","analytics_da_regression.spec.ts","Device analytics test","","","Show verify",""
"passed","Fri Mar 22 01:46:31 GMT 2024","Fri Mar 22 01:46:33 GMT 2024","2080","chromium","analytics_da_regression.spec.ts","Device analytics test","","","Click cam access",""
"passed","Fri Mar 22 01:47:27 GMT 2024","Fri Mar 22 01:47:35 GMT 2024","8532","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click share",""
"passed","Fri Mar 22 01:46:49 GMT 2024","Fri Mar 22 01:46:53 GMT 2024","3375","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click my vip status",""
"passed","Fri Mar 22 01:46:56 GMT 2024","Fri Mar 22 01:46:59 GMT 2024","2907","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Pageview all streams",""
