"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 27 01:49:11 GMT 2023","Fri Oct 27 01:49:14 GMT 2023","2531","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click redeem cash",""
"passed","Fri Oct 27 01:49:35 GMT 2023","Fri Oct 27 01:49:38 GMT 2023","3243","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click beauty filter",""
"passed","Fri Oct 27 01:49:04 GMT 2023","Fri Oct 27 01:49:07 GMT 2023","2888","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click confirm delete profile",""
"passed","Fri Oct 27 01:49:03 GMT 2023","Fri Oct 27 01:49:06 GMT 2023","3262","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click delete profile",""
"passed","Fri Oct 27 01:49:14 GMT 2023","Fri Oct 27 01:49:17 GMT 2023","2997","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click my vip status",""
"passed","Fri Oct 27 01:49:23 GMT 2023","Fri Oct 27 01:49:26 GMT 2023","2847","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click preview stream",""
"passed","Fri Oct 27 01:49:40 GMT 2023","Fri Oct 27 01:49:42 GMT 2023","2855","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Show invite streamer",""
"passed","Fri Oct 27 01:49:31 GMT 2023","Fri Oct 27 01:49:34 GMT 2023","2873","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Stream shared",""
"passed","Fri Oct 27 01:49:49 GMT 2023","Fri Oct 27 01:49:52 GMT 2023","3190","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Show push invite to premium",""
"passed","Fri Oct 27 01:48:56 GMT 2023","Fri Oct 27 01:48:58 GMT 2023","1848","chromium","analytics_da_regression.spec.ts","Device analytics test","","","Show splash",""
"passed","Fri Oct 27 01:49:35 GMT 2023","Fri Oct 27 01:49:38 GMT 2023","3499","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click delete desired gift",""
"passed","Fri Oct 27 01:50:01 GMT 2023","Fri Oct 27 01:50:05 GMT 2023","3916","chromium","analytics_ua_test.spec.ts","User analytics test","","","Show Room Join",""
"passed","Fri Oct 27 01:49:26 GMT 2023","Fri Oct 27 01:49:29 GMT 2023","2852","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click set photo",""
"passed","Fri Oct 27 01:49:18 GMT 2023","Fri Oct 27 01:49:21 GMT 2023","2995","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Pageview all streams",""
"passed","Fri Oct 27 01:49:17 GMT 2023","Fri Oct 27 01:49:20 GMT 2023","2936","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click coins shop",""
"passed","Fri Oct 27 01:50:01 GMT 2023","Fri Oct 27 01:50:05 GMT 2023","3511","chromium","analytics_ua_test.spec.ts","User analytics test","","","Show Premium Join",""
"passed","Fri Oct 27 01:49:20 GMT 2023","Fri Oct 27 01:49:23 GMT 2023","3242","chromium","analytics_ua_regression.spec.ts","User analytics test","","","Click close shop",""
"passed","Fri Oct 27 01:48:59 GMT 2023","Fri Oct 27 01:49:00 GMT 2023","1124","chromium","analytics_da_regression.spec.ts","Device analytics test","","","Click cam access",""
